adsh,Risk Factors,Label 1,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,SIC Code,Office,Industry Title,filing_url
0001688476-23-000051,We cannot guarantee that our recently announced stock buyback program will be fully consummated or that such program will enhance the long-term value of our share price.,market risk,1688476,NEXTIER OILFIELD SOLUTIONS INC.,1389.0,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,713-325-6000,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,US,DE,0.0,"KEANE GROUP, INC.",20161025.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230216,2023-02-16 16:17:00.0,0,1,nex-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1688476/000168847623000051/0001688476-23-000051.txt
0001688476-23-000051,"Provisions in our certificate of incorporation, bylaws and our stockholders?? agreement could make acquiring us more difficult and may prevent attempts by our stockholders to replace or remove our current management, even if beneficial to our stockholders.",legal and regulatory risk,1688476,NEXTIER OILFIELD SOLUTIONS INC.,1389.0,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,713-325-6000,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,US,DE,0.0,"KEANE GROUP, INC.",20161025.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230216,2023-02-16 16:17:00.0,0,1,nex-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1688476/000168847623000051/0001688476-23-000051.txt
0001688476-23-000051,"Our certificate of incorporation and bylaws designate the Court of Chancery of the State of Delaware as the sole and exclusive forum for certain types of actions and proceedings that may be initiated by our stockholders, which could limit our stockholders?? ability to obtain a favorable judicial forum for disputes with us or our directors, officers or other employees",legal and regulatory risk,1688476,NEXTIER OILFIELD SOLUTIONS INC.,1389.0,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,713-325-6000,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,US,DE,0.0,"KEANE GROUP, INC.",20161025.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230216,2023-02-16 16:17:00.0,0,1,nex-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1688476/000168847623000051/0001688476-23-000051.txt
0001688476-23-000051,General Risks,other risk,1688476,NEXTIER OILFIELD SOLUTIONS INC.,1389.0,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,713-325-6000,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,US,DE,0.0,"KEANE GROUP, INC.",20161025.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230216,2023-02-16 16:17:00.0,0,1,nex-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1688476/000168847623000051/0001688476-23-000051.txt
0001688476-23-000051,Our business could be negatively affected by cybersecurity incidents.,operational risk,1688476,NEXTIER OILFIELD SOLUTIONS INC.,1389.0,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,713-325-6000,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,US,DE,0.0,"KEANE GROUP, INC.",20161025.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230216,2023-02-16 16:17:00.0,0,1,nex-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1688476/000168847623000051/0001688476-23-000051.txt
0001688476-23-000051,"A failure of our information technology systems, including our enterprise resource planning system and our digital hub, could have a material adverse effect on our business, financial condition, results of operations and cash flows and could adversely affect the effectiveness of our internal control over financial reporting.",operational risk,1688476,NEXTIER OILFIELD SOLUTIONS INC.,1389.0,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,713-325-6000,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,US,DE,0.0,"KEANE GROUP, INC.",20161025.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230216,2023-02-16 16:17:00.0,0,1,nex-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1688476/000168847623000051/0001688476-23-000051.txt
0001688476-23-000051,A period of sustained inflation across all the major markets in which we operate could result in higher operating costs.,market risk,1688476,NEXTIER OILFIELD SOLUTIONS INC.,1389.0,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,713-325-6000,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,US,DE,0.0,"KEANE GROUP, INC.",20161025.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230216,2023-02-16 16:17:00.0,0,1,nex-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1688476/000168847623000051/0001688476-23-000051.txt
0001688476-23-000051,"Our business is subject to risks arising from epidemic diseases, such as the recent global outbreak of the coronavirus.",operational risk,1688476,NEXTIER OILFIELD SOLUTIONS INC.,1389.0,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,713-325-6000,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,US,DE,0.0,"KEANE GROUP, INC.",20161025.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230216,2023-02-16 16:17:00.0,0,1,nex-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1688476/000168847623000051/0001688476-23-000051.txt
0001688476-23-000051,Global economic and geopolitical conditions could adversely affect our operations.,market risk,1688476,NEXTIER OILFIELD SOLUTIONS INC.,1389.0,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,713-325-6000,US,TX,HOUSTON,77042,3990 ROGERDALE RD.,,US,DE,0.0,"KEANE GROUP, INC.",20161025.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230216,2023-02-16 16:17:00.0,0,1,nex-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1688476/000168847623000051/0001688476-23-000051.txt
0001694028-23-000010,Risks Related to the Oil and Natural Gas Industry,market risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"Federal, state, local and other applicable legislative and regulatory initiatives relating to hydraulic fracturing may serve to limit future oil and natural gas E&P activities and could have a material adverse effect on our results of operations and business.",legal and regulatory risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,Federal legislation and regulatory initiatives relating to drilling on federal lands could harm our business and negatively impact the oil and natural gas industry.,legal and regulatory risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"Our business depends on domestic capital spending by the oil and natural gas industry, and reductions in capital spending could have a material adverse effect on our liquidity, results of operations and financial condition.",liquidity risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,The volatility of oil and natural gas prices may adversely affect the demand for our hydraulic fracturing services and negatively impact our results of operations.,market risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,Delays or restrictions in obtaining permits by us for our operations or by our customers for their operations could impair our business.,other risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"Oil and natural gas companies?? operations using hydraulic fracturing are substantially dependent on the availability of water. Restrictions on the ability to obtain water for E&P activities and the disposal of flowback and produced water may impact their operations and have a corresponding adverse effect on our business, results of operations and financial condition.",legal and regulatory risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"Our operations are subject to risks associated with climate change and potential regulatory programs meant to address climate change; these programs may impact or limit our business plans, result in significant expenditures or reduce demand for our services and reduce our revenues.",legal and regulatory risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"An increased societal and governmental focus on ESG and climate change issues may adversely impact our business, impact our access to investors and financing, and decrease demand for our services.",other risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"Our operations are subject to significant risks, some of which are beyond our control. These risks may be self-insured, or may not be fully covered under our insurance policies.",business risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"We could experience continued or increased severity of trucking related issues or trucking accidents, which could materially affect our results of operations.",operational risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"We may be subject to claims for personal injury and property damage, which could materially adversely affect our financial condition, prospects and results of operations.",other risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,We are subject to environmental and occupational health and safety laws and regulations that may expose us to significant costs and liabilities.,business risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,Oilfield anti-indemnity provisions enacted by many states may restrict or prohibit a party??s indemnification of us.,legal and regulatory risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"Technology advancements in well service technologies, including those involving hydraulic fracturing, could have a material adverse effect on our business, financial condition and results of operations.",operational risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,The ability or willingness of OPEC and other oil exporting nations to set and maintain production levels and/or the impact of sanctions on Russia related to the war in Ukraine may have a significant impact on natural gas commodity prices.,market risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,Risks Related to the TRAs,other risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"The Company is required to make payments under the TRAs for certain tax benefits that it may claim, and the amounts of such payments could be significant.",legal and regulatory risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,General Risks Related to our Business,business risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"COVID-19 has had in the past, and may in the future have, a material adverse effect on the demand for our services, our operations, business and financial results.",operational risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,We may be adversely affected by uncertainty in the global financial markets and the deterioration of the financial condition of our customers.,market risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"Our business, financial condition and results of operations may be adversely impacted by the effects of inflation.",market risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,Reliance upon a few large customers may adversely affect our revenue and operating results.,strategy risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0001694028-23-000010,"We are subject to cyber security risks. A cyber incident could occur and result in information theft, data corruption, operational disruption and/or financial loss.",operational risk,1694028,LIBERTY ENERGY INC.,1389.0,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,(303) 515-2800,US,CO,DENVER,80202,950 17TH STREET,SUITE 2400,,,814891595.0,LIBERTY OILFIELD SERVICES INC.,20170109.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230210,2023-02-10 16:05:00.0,0,1,lbrt-20221231_htm.xml,1,,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",https://www.sec.gov/Archives/edgar/data/1694028/000169402823000010/0001694028-23-000010.txt
0000354707-23-000032,Holding company and company-wide risks.,other risk,354707,HAWAIIAN ELECTRIC INDUSTRIES INC,4911.0,US,HI,HONOLULU,96813,"1001 BISHOP STREET, SUITE 2900",,8085435662,US,HI,HONOLULU,96808-0730,P.O. BOX 730,,US,HI,990208097.0,HAWAIIAN ELECTRIC CO LTD,19670212.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230227,2023-02-27 14:02:00.0,0,1,he-20221231_htm.xml,2,46207,4911,Office of Energy & Transportation,ELECTRIC SERVICES,https://www.sec.gov/Archives/edgar/data/354707/000035470723000032/0000354707-23-000032.txt
0000354707-23-000032,Electric utility risks.,operational risk,354707,HAWAIIAN ELECTRIC INDUSTRIES INC,4911.0,US,HI,HONOLULU,96813,"1001 BISHOP STREET, SUITE 2900",,8085435662,US,HI,HONOLULU,96808-0730,P.O. BOX 730,,US,HI,990208097.0,HAWAIIAN ELECTRIC CO LTD,19670212.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230227,2023-02-27 14:02:00.0,0,1,he-20221231_htm.xml,2,46207,4911,Office of Energy & Transportation,ELECTRIC SERVICES,https://www.sec.gov/Archives/edgar/data/354707/000035470723000032/0000354707-23-000032.txt
0000354707-23-000032,Bank risks.,liquidity risk,354707,HAWAIIAN ELECTRIC INDUSTRIES INC,4911.0,US,HI,HONOLULU,96813,"1001 BISHOP STREET, SUITE 2900",,8085435662,US,HI,HONOLULU,96808-0730,P.O. BOX 730,,US,HI,990208097.0,HAWAIIAN ELECTRIC CO LTD,19670212.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230227,2023-02-27 14:02:00.0,0,1,he-20221231_htm.xml,2,46207,4911,Office of Energy & Transportation,ELECTRIC SERVICES,https://www.sec.gov/Archives/edgar/data/354707/000035470723000032/0000354707-23-000032.txt
0000354707-23-000032,General Risk Factors.,other risk,354707,HAWAIIAN ELECTRIC INDUSTRIES INC,4911.0,US,HI,HONOLULU,96813,"1001 BISHOP STREET, SUITE 2900",,8085435662,US,HI,HONOLULU,96808-0730,P.O. BOX 730,,US,HI,990208097.0,HAWAIIAN ELECTRIC CO LTD,19670212.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230227,2023-02-27 14:02:00.0,0,1,he-20221231_htm.xml,2,46207,4911,Office of Energy & Transportation,ELECTRIC SERVICES,https://www.sec.gov/Archives/edgar/data/354707/000035470723000032/0000354707-23-000032.txt
0000950170-23-002759,STRATEGIC RISK,strategy risk,1130464,BLACK HILLS CORP /SD/,4911.0,US,SD,RAPID CITY,57709,7001 MT RUSHMORE RD,PO BOX 1400,6057212343,US,SD,RAPID,57709,7001 MT RUSHMORE RD,PO BOX 1400,US,SD,460458824.0,BLACK HILLS HOLDING CORP,20001222.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230214,2023-02-14 14:29:00.0,0,1,bkh-20221231_htm.xml,1,,4911,Office of Energy & Transportation,ELECTRIC SERVICES,https://www.sec.gov/Archives/edgar/data/1130464/000095017023002759/0000950170-23-002759.txt
0000950170-23-002759,"Our continued success is dependent on execution of our business plan and growth strategy, including our capital investment program.",strategy risk,1130464,BLACK HILLS CORP /SD/,4911.0,US,SD,RAPID CITY,57709,7001 MT RUSHMORE RD,PO BOX 1400,6057212343,US,SD,RAPID,57709,7001 MT RUSHMORE RD,PO BOX 1400,US,SD,460458824.0,BLACK HILLS HOLDING CORP,20001222.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230214,2023-02-14 14:29:00.0,0,1,bkh-20221231_htm.xml,1,,4911,Office of Energy & Transportation,ELECTRIC SERVICES,https://www.sec.gov/Archives/edgar/data/1130464/000095017023002759/0000950170-23-002759.txt
0000950170-23-002759,"REGULATORY, LEGISLATIVE AND LEGAL RISKS",legal and regulatory risk,1130464,BLACK HILLS CORP /SD/,4911.0,US,SD,RAPID CITY,57709,7001 MT RUSHMORE RD,PO BOX 1400,6057212343,US,SD,RAPID,57709,7001 MT RUSHMORE RD,PO BOX 1400,US,SD,460458824.0,BLACK HILLS HOLDING CORP,20001222.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230214,2023-02-14 14:29:00.0,0,1,bkh-20221231_htm.xml,1,,4911,Office of Energy & Transportation,ELECTRIC SERVICES,https://www.sec.gov/Archives/edgar/data/1130464/000095017023002759/0000950170-23-002759.txt
